datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,profit
6/13/2011 22:00,Summer,0,1,Clear,25.42,,,20,114,134,1814.029224
6/13/2011 23:00,Summer,0,1,,25.42,,12.998,14,75,89,1207.729224
6/14/2011 0:00,Summer,0,1,Clear,,49,12.998,13,18,31,455.2292237
6/14/2011 1:00,Summer,,1,Clear,,,16.9979,3,10,13,180.0292237
6/14/2011 2:00,Summer,0,1,Clear,24.6,,19.0012,2,8,10,137.0292237
6/14/2011 3:00,Summer,0,1,Clear,23.78,,22.0028,1,1,2,29.52922374
6/14/2011 4:00,Summer,0,1,,22.14,60,16.9979,0,3,3,38.12922374
6/14/2011 5:00,Summer,0,1,Clear,22.14,56,22.0028,3,23,26,347.7292237
6/14/2011 6:00,Summer,0,1,Clear,22.14,56,19.9995,6,107,113,1482.929224
6/14/2011 7:00,Summer,0,1,Clear,22.96,52,,19,346,365,4789.629224
6/14/2011 8:00,Summer,0,1,,,49,26.0027,45,441,486,6462.329224
6/14/2011 9:00,Summer,0,1,Clear,25.42,46,12.998,19,174,193,2570.829224
6/14/2011 10:00,Summer,,1,,,,15.0013,33,97,130,1818.329224
6/14/2011 11:00,Summer,,1,Clear,,41,19.0012,40,103,143,2016.129224
6/14/2011 12:00,Summer,0,,Clear,,,23.9994,30,139,169,2308.529224
6/14/2011 13:00,Summer,0,1,Clear,26.24,,,33,176,209,2837.429224
6/14/2011 14:00,Summer,0,1,,26.24,47,12.998,41,118,159,2226.829224
6/14/2011 15:00,Summer,0,1,Clear,,47,,42,136,178,2476.229224
6/14/2011 16:00,Summer,0,1,Clear,27.88,,12.998,51,279,330,4475.729224
6/14/2011 17:00,Summer,0,1,Rainy,26.24,,19.0012,85,484,569,7705.029224
6/14/2011 18:00,Summer,0,1,Clear,25.42,,,65,473,538,7219.129224
6/14/2011 19:00,,,1,Clear,26.24,,23.9994,51,335,386,5198.129224
6/14/2011 20:00,Summer,0,1,,24.6,,,60,237,297,4088.729224
6/14/2011 21:00,Summer,0,1,Clear,24.6,56,19.9995,37,206,243,3293.229224
6/14/2011 22:00,Summer,0,1,,,,15.0013,29,159,188,2549.329224
6/14/2011 23:00,Summer,0,1,,22.96,68,15.0013,19,91,110,1500.129224
6/15/2011 0:00,Summer,0,1,,22.96,64,,8,44,52,704.6292237
6/15/2011 1:00,Summer,0,1,Clear,,64,19.0012,0,14,14,180.0292237
6/15/2011 2:00,Summer,0,1,Clear,21.32,63,15.0013,0,9,9,115.5292237
6/15/2011 3:00,Summer,0,1,Clear,20.5,68,16.9979,0,1,1,12.32922374
6/15/2011 4:00,Summer,0,1,Clear,20.5,,,0,4,4,51.02922374
6/15/2011 5:00,Summer,0,1,Clear,,67,19.0012,1,20,21,274.6292237
6/15/2011 6:00,Summer,0,1,Clear,20.5,,16.9979,11,110,121,1607.629224
6/15/2011 7:00,Summer,,1,Clear,,60,8.9981,22,348,370,4867.029224
6/15/2011 8:00,Summer,0,1,,23.78,,8.9981,53,445,498,6651.529224
6/15/2011 9:00,Summer,0,1,,24.6,,0,22,185,207,2764.329224
6/15/2011 10:00,Summer,0,1,Clear,26.24,47,11.0014,27,108,135,1857.029224
6/15/2011 11:00,Summer,0,1,Clear,27.88,36,0,49,115,164,2325.729224
6/15/2011 12:00,Summer,0,1,Clear,,,,33,178,211,2863.229224
6/15/2011 13:00,Summer,0,,Clear,30.34,28,19.0012,43,146,189,2622.429224
6/15/2011 14:00,,0,,Clear,30.34,28,0,50,128,178,2510.629224
6/15/2011 15:00,Summer,0,,Clear,,,,33,131,164,2256.929224
6/15/2011 16:00,Summer,0,,Clear,31.16,27,8.9981,47,265,312,4226.329224
6/15/2011 17:00,Summer,0,1,Clear,30.34,,7.0015,83,555,638,8586.529224
6/15/2011 18:00,Summer,0,1,Clear,29.52,32,,80,527,607,8173.729224
6/15/2011 19:00,Summer,0,1,Clear,28.7,37,19.0012,54,362,416,5598.029224
6/15/2011 20:00,Summer,0,1,Clear,27.06,,,57,273,330,4501.529224
6/15/2011 21:00,Summer,0,1,Clear,26.24,,,48,209,257,3521.129224
6/15/2011 22:00,Summer,0,1,,25.42,50,7.0015,31,144,175,2390.229224
6/15/2011 23:00,Summer,0,1,,25.42,,0,17,90,107,1452.829224
6/16/2011 0:00,Summer,0,1,Clear,,56,,9,38,47,644.4292237
6/16/2011 1:00,Summer,0,1,Clear,23.78,,,4,13,17,235.9292237
6/16/2011 2:00,Summer,0,1,Clear,24.6,,6.0032,1,4,5,68.22922374
6/16/2011 3:00,Summer,0,1,Mist,22.96,73,6.0032,0,4,4,51.02922374
6/16/2011 4:00,Summer,0,1,Mist,22.96,68,7.0015,0,6,6,76.82922374
6/16/2011 5:00,Summer,0,1,Clear,,64,,7,18,25,352.0292237
6/16/2011 6:00,Summer,0,,Rainy,,,,8,104,112,1478.629224
6/16/2011 7:00,Summer,0,1,Rainy,22.96,78,,16,172,188,2493.429224
6/16/2011 8:00,Summer,0,,Mist,24.6,,8.9981,24,364,388,5107.829224
6/16/2011 9:00,Summer,,1,Mist,,65,12.998,29,232,261,3491.029224
6/16/2011 10:00,Summer,0,1,Mist,,61,16.9979,18,103,121,1637.729224
6/16/2011 11:00,Summer,0,1,Mist,27.88,61,19.9995,33,117,150,2076.329224
6/16/2011 12:00,Summer,0,,Clear,29.52,54,26.0027,41,165,206,2833.129224
6/16/2011 13:00,Summer,0,1,Mist,29.52,,,37,114,151,2106.429224
6/16/2011 14:00,Summer,0,1,Mist,29.52,54,,39,114,153,2140.829224
6/16/2011 15:00,Summer,0,1,Mist,28.7,61,,32,127,159,2188.129224
6/16/2011 16:00,Summer,0,1,,27.06,69,12.998,36,258,294,3946.829224
6/16/2011 17:00,Summer,0,1,Mist,26.24,78,7.0015,42,230,272,3688.829224
6/16/2011 18:00,Summer,0,1,Clear,26.24,,15.0013,26,299,325,4303.729224
6/16/2011 19:00,Summer,0,1,Clear,,83,19.0012,58,269,327,4467.129224
6/16/2011 20:00,Summer,0,,,25.42,83,22.0028,25,176,201,2699.829224
6/16/2011 21:00,Summer,,1,Rainy,25.42,83,16.9979,34,154,188,2570.829224
6/16/2011 22:00,Summer,0,1,Rainy,25.42,,16.9979,24,127,151,2050.529224
6/16/2011 23:00,Summer,0,1,,24.6,83,16.9979,2,14,16,214.4292237
6/17/2011 0:00,Summer,0,1,Clear,,88,,3,21,24,321.9292237
6/17/2011 1:00,Summer,0,,Clear,,94,8.9981,4,19,23,313.3292237
6/17/2011 2:00,Summer,0,1,Clear,,94,,2,11,13,175.7292237
6/17/2011 3:00,Summer,0,1,,,94,7.0015,1,5,6,81.12922374
6/17/2011 4:00,Summer,0,1,Clear,22.14,,,1,5,6,81.12922374
6/17/2011 5:00,Summer,,1,Clear,22.14,,0,1,12,13,171.4292237
6/17/2011 6:00,Summer,0,1,Clear,22.96,,0,8,89,97,1285.129224
6/17/2011 7:00,Summer,0,1,Clear,24.6,,0,25,225,250,3331.929224
6/17/2011 8:00,Summer,,1,Mist,24.6,,0,28,426,454,5976.429224
6/17/2011 9:00,Summer,0,1,Clear,28.7,58,12.998,28,196,224,3009.429224
6/17/2011 10:00,Summer,0,1,,28.7,,,44,126,170,2381.629224
6/17/2011 11:00,Summer,,1,Clear,27.88,69,16.9979,43,138,181,2519.229224
6/17/2011 12:00,Summer,0,1,,28.7,65,16.9979,49,194,243,3344.829224
6/17/2011 13:00,Summer,0,1,Clear,30.34,62,19.0012,48,156,204,2837.429224
6/17/2011 14:00,Summer,0,1,Clear,31.16,52,,73,142,215,3086.829224
6/17/2011 15:00,Summer,0,1,,31.98,,,62,181,243,3400.729224
6/17/2011 16:00,Summer,0,1,,31.16,,11.0014,69,286,355,4875.629224
6/17/2011 17:00,Summer,0,1,Rainy,31.16,40,12.998,85,467,552,7485.729224
6/17/2011 18:00,Summer,0,1,Rainy,,40,12.998,62,388,450,6071.029224
6/17/2011 19:00,Summer,0,,Rainy,26.24,,,53,275,328,4458.529224
6/17/2011 20:00,Summer,0,1,Clear,26.24,,7.0015,40,192,232,3164.229224
6/17/2011 21:00,Summer,0,1,Clear,26.24,78,6.0032,49,159,208,2893.329224
6/17/2011 22:00,Summer,0,1,Clear,25.42,88,,48,127,175,2463.329224
6/17/2011 23:00,Summer,0,1,Clear,,,,37,141,178,2454.729224
6/18/2011 0:00,Summer,0,0,Clear,25.42,88,8.9981,21,83,104,1431.329224
6/18/2011 1:00,Summer,0,0,Clear,25.42,83,7.0015,15,80,95,1289.429224
6/18/2011 2:00,Summer,0,0,Clear,24.6,88,0,16,37,53,751.9292237
6/18/2011 3:00,Summer,0,,Clear,24.6,,,4,16,20,274.6292237
6/18/2011 4:00,Summer,0,0,Clear,24.6,88,6.0032,1,4,5,68.22922374
6/18/2011 5:00,Summer,,0,Clear,25.42,83,0,1,6,7,94.02922374
6/18/2011 6:00,Summer,0,0,Clear,25.42,83,,9,18,27,386.4292237
6/18/2011 7:00,Summer,0,0,Clear,26.24,78,,12,45,57,786.3292237
6/18/2011 8:00,Summer,0,0,,,78,6.0032,28,103,131,1809.729224
6/18/2011 9:00,Summer,0,0,,,,15.0013,62,156,218,3078.229224
6/18/2011 10:00,Summer,0,0,,29.52,,12.998,68,176,244,3439.429224
6/18/2011 11:00,Summer,0,0,Clear,29.52,,8.9981,134,270,404,5787.229224
6/18/2011 12:00,Summer,0,0,Clear,30.34,66,,162,258,420,6114.029224
6/18/2011 13:00,Summer,0,0,Clear,,55,0,135,192,327,4798.229224
6/18/2011 14:00,Summer,0,,Mist,32.8,46,19.0012,138,196,334,4901.429224
6/18/2011 15:00,Summer,0,0,,33.62,46,8.9981,153,214,367,5391.629224
6/18/2011 16:00,Summer,0,0,Mist,31.16,52,15.0013,193,275,468,6866.529224
6/18/2011 17:00,Summer,0,0,Mist,31.16,48,11.0014,210,239,449,6694.529224
6/18/2011 18:00,Summer,0,0,Mist,30.34,,12.998,118,263,381,5421.729224
6/18/2011 19:00,Summer,0,0,Mist,,,,99,227,326,4630.529224
6/18/2011 20:00,Summer,0,,Mist,,58,8.9981,61,127,188,2686.929224
6/18/2011 21:00,Summer,0,,Mist,,66,,58,125,183,2609.529224
6/18/2011 22:00,Summer,0,0,Mist,29.52,,8.9981,56,105,161,2317.129224
6/18/2011 23:00,Summer,0,,Mist,,62,,53,97,150,2162.329224
6/19/2011 0:00,Summer,0,0,,28.7,65,,18,71,89,1224.929224
6/19/2011 1:00,Summer,0,,Mist,,,6.0032,17,59,76,1052.929224
6/19/2011 2:00,Summer,0,,Clear,27.88,74,6.0032,13,59,72,984.1292237
6/19/2011 3:00,Summer,,0,,27.06,78,8.9981,14,16,30,446.6292237
6/19/2011 4:00,Summer,0,0,Mist,27.06,74,8.9981,7,10,17,248.8292237
6/19/2011 5:00,Summer,0,0,Mist,27.06,78,0,7,12,19,274.6292237
6/19/2011 6:00,Summer,0,,Mist,27.06,78,11.0014,11,22,33,472.4292237
6/19/2011 7:00,Summer,0,0,Mist,27.06,78,11.0014,35,36,71,1065.829224
6/19/2011 8:00,Summer,0,0,Rainy,27.88,74,,25,59,84,1190.529224
6/19/2011 9:00,Summer,0,,Mist,27.88,,,58,111,169,2428.929224
6/19/2011 10:00,Summer,0,0,Mist,28.7,61,,86,158,244,3516.829224
6/19/2011 11:00,Summer,0,0,Mist,,58,6.0032,141,236,377,5469.029224
6/19/2011 12:00,Summer,0,0,Mist,30.34,,6.0032,141,255,396,5714.129224
6/19/2011 13:00,Summer,0,0,Mist,30.34,51,0,149,214,363,5322.829224
6/19/2011 14:00,Summer,0,0,Rainy,,58,7.0015,124,193,317,4621.929224
6/19/2011 15:00,Summer,0,0,,30.34,55,7.0015,146,216,362,5297.029224
6/19/2011 16:00,Summer,0,0,,31.16,48,0,121,257,378,5395.929224
6/19/2011 17:00,Summer,0,,Clear,30.34,,0,159,238,397,5804.429224
6/19/2011 18:00,Summer,,0,Mist,30.34,58,,78,218,296,4153.229224
6/19/2011 19:00,Summer,0,0,Clear,29.52,62,,94,217,311,4415.529224
6/19/2011 20:00,Summer,0,0,Clear,28.7,,12.998,86,146,232,3362.029224
6/19/2011 21:00,Summer,0,0,Clear,27.88,79,8.9981,57,110,167,2398.829224
6/19/2011 22:00,Summer,0,0,Clear,27.06,,,38,114,152,2123.629224
6/19/2011 23:00,Summer,0,0,Clear,27.06,78,12.998,14,78,92,1246.429224
7/1/2011 0:00,Fall,0,1,Clear,27.06,,0,20,48,68,962.6292237
7/1/2011 1:00,Fall,0,1,,27.06,50,,15,16,31,463.8292237
7/1/2011 2:00,Fall,0,1,Clear,,,,6,7,13,192.9292237
7/1/2011 3:00,Fall,0,1,Clear,,53,,5,6,11,162.8292237
7/1/2011 4:00,Fall,0,1,Clear,25.42,57,,1,5,6,81.12922374
7/1/2011 5:00,Fall,0,1,Clear,24.6,64,,3,27,30,399.3292237
7/1/2011 6:00,Fall,0,1,Clear,25.42,61,,11,97,108,1439.929224
7/1/2011 7:00,Fall,0,1,Clear,27.06,54,7.0015,25,218,243,3241.629224
7/1/2011 8:00,Fall,0,1,Clear,28.7,42,,39,453,492,6513.929224
7/1/2011 9:00,Fall,0,1,Clear,30.34,,11.0014,58,202,260,3602.829224
7/1/2011 10:00,Fall,0,1,Clear,,33,,61,109,170,2454.729224
7/1/2011 11:00,Fall,0,,Clear,32.8,,0,68,146,214,3052.429224
7/1/2011 12:00,Fall,0,1,Clear,,,0,83,180,263,3749.029224
7/1/2011 13:00,Fall,0,,Clear,32.8,24,,83,209,292,4123.129224
7/1/2011 14:00,Fall,0,1,Clear,33.62,23,12.998,78,225,303,4243.529224
7/1/2011 15:00,Fall,0,1,Clear,33.62,,16.9979,82,299,381,5266.929224
7/1/2011 16:00,Fall,0,1,Clear,,,0,85,342,427,5873.229224
7/1/2011 17:00,Fall,0,1,Clear,33.62,,12.998,99,362,461,6372.029224
7/1/2011 18:00,Fall,0,1,Clear,32.8,24,16.9979,98,324,422,5864.629224
7/1/2011 19:00,Fall,0,1,Clear,31.98,25,12.998,80,238,318,4445.629224
7/1/2011 20:00,Fall,0,1,Clear,29.52,,,84,185,269,3830.729224
7/1/2011 21:00,Fall,0,1,Clear,28.7,45,12.998,69,149,218,3108.329224
7/1/2011 22:00,Fall,0,1,Clear,28.7,42,0,49,173,222,3073.929224
7/1/2011 23:00,Fall,0,1,Clear,27.88,,6.0032,44,96,140,1994.629224
7/2/2011 0:00,Fall,0,0,Clear,27.88,,6.0032,31,84,115,1616.229224
7/2/2011 1:00,Fall,0,0,Clear,27.06,54,0,20,58,78,1091.629224
7/2/2011 2:00,Fall,0,0,Clear,26.24,53,0,9,43,52,708.9292237
7/2/2011 3:00,Fall,0,0,,26.24,,0,5,21,26,356.3292237
7/2/2011 4:00,Fall,0,0,Clear,25.42,,,3,8,11,154.2292237
7/2/2011 5:00,Fall,0,0,,,73,,1,13,14,184.3292237
7/2/2011 6:00,,0,0,Clear,25.42,69,,11,21,32,459.5292237
7/2/2011 7:00,Fall,0,,Clear,26.24,65,0,10,35,45,622.9292237
7/2/2011 8:00,Fall,0,,Clear,27.88,57,,38,94,132,1865.629224
7/2/2011 9:00,Fall,0,0,Clear,30.34,,6.0032,55,124,179,2545.029224
7/2/2011 10:00,Fall,0,0,Clear,32.8,36,0,103,168,271,3938.229224
7/2/2011 11:00,Fall,0,0,Clear,32.8,,,144,213,357,5223.929224
7/2/2011 12:00,Fall,0,0,Clear,33.62,,8.9981,142,232,374,5434.629224
7/2/2011 13:00,Fall,0,0,Clear,33.62,,7.0015,178,226,404,5976.429224
7/2/2011 14:00,Fall,0,0,,34.44,,0,177,215,392,5817.329224
7/2/2011 15:00,Fall,0,0,Clear,35.26,19,11.0014,168,163,331,4991.729224
7/2/2011 16:00,Fall,0,0,Clear,36.08,22,15.0013,206,192,398,6019.429224
7/2/2011 17:00,Fall,0,0,Clear,34.44,30,,179,170,349,5271.229224
7/2/2011 18:00,Fall,0,0,Clear,33.62,,,193,190,383,5770.029224
7/2/2011 19:00,Fall,0,0,Clear,,33,15.0013,156,149,305,4604.729224
7/2/2011 20:00,Fall,0,0,Clear,31.16,45,19.0012,136,148,284,4247.829224
7/2/2011 21:00,Fall,0,,Clear,,,12.998,95,137,232,3400.729224
7/2/2011 22:00,Fall,0,0,,29.52,,,78,123,201,2927.729224
7/2/2011 23:00,Fall,0,,,,54,19.0012,66,88,154,2269.829224
7/3/2011 0:00,Fall,0,0,,,58,,47,97,144,2059.129224
7/3/2011 1:00,Fall,0,,,,61,,23,55,78,1104.529224
7/3/2011 2:00,Fall,0,0,,28.7,,,19,50,69,971.2292237
7/3/2011 3:00,Fall,0,0,,27.88,,6.0032,8,25,33,459.5292237
7/3/2011 4:00,Fall,0,0,,27.88,65,,3,2,5,76.82922374
7/3/2011 5:00,Fall,0,,Rainy,25.42,83,,0,1,1,12.32922374
7/3/2011 6:00,Fall,,0,Mist,25.42,94,6.0032,0,3,3,38.12922374
7/3/2011 7:00,Fall,0,0,Mist,26.24,89,,3,22,25,334.8292237
7/3/2011 8:00,Fall,0,0,Clear,27.88,79,15.0013,39,53,92,1353.929224
7/3/2011 9:00,Fall,0,0,Clear,28.7,,16.9979,82,99,181,2686.929224
7/3/2011 10:00,Fall,0,0,Clear,,66,11.0014,131,133,264,3968.329224
7/3/2011 11:00,Fall,0,0,Clear,31.16,62,7.0015,215,175,390,5954.929224
7/3/2011 12:00,Fall,0,0,Clear,32.8,,7.0015,198,206,404,6062.429224
7/3/2011 13:00,,0,0,Clear,32.8,59,,248,173,421,6496.729224
7/3/2011 14:00,Fall,0,0,,33.62,56,16.9979,225,150,375,5804.429224
7/3/2011 15:00,Fall,0,0,Clear,,53,19.9995,194,182,376,5684.029224
7/3/2011 16:00,Fall,0,0,Clear,34.44,53,19.9995,195,219,414,6178.529224
7/3/2011 17:00,Fall,0,0,Rainy,32.8,49,56.9969,181,177,358,5395.929224
7/3/2011 18:00,Fall,0,0,Rainy,32.8,,,74,107,181,2652.529224
7/3/2011 19:00,Fall,0,0,Mist,27.06,83,,100,83,183,2790.129224
7/3/2011 20:00,Fall,0,0,Rainy,27.06,83,0,83,93,176,2626.729224
7/3/2011 21:00,Fall,0,0,Mist,27.06,83,11.0014,75,92,167,2476.229224
7/3/2011 22:00,Fall,0,0,Mist,27.06,78,,69,93,162,2385.929224
7/3/2011 23:00,Fall,0,0,Clear,26.24,83,11.0014,70,77,147,2196.729224
7/4/2011 0:00,Fall,1,0,,26.24,,,63,77,140,2076.329224
7/4/2011 1:00,Fall,1,0,Clear,26.24,83,6.0032,43,76,119,1719.429224
7/4/2011 2:00,Fall,1,0,Clear,26.24,83,0,33,30,63,954.0292237
7/4/2011 3:00,Fall,1,0,Clear,26.24,78,,13,13,26,390.7292237
7/4/2011 4:00,Fall,1,0,Mist,27.06,78,6.0032,8,4,12,188.6292237
7/4/2011 5:00,Fall,,0,Mist,26.24,83,8.9981,1,3,4,55.32922374
7/4/2011 6:00,Fall,1,0,Clear,26.24,89,,5,11,16,227.3292237
7/4/2011 7:00,Fall,1,0,,,,8.9981,17,19,36,536.9292237
7/4/2011 8:00,Fall,1,0,Clear,,74,7.0015,42,44,86,1289.429224
7/4/2011 9:00,Fall,1,0,Mist,29.52,66,6.0032,142,96,238,3680.229224
7/4/2011 10:00,Fall,1,,Mist,31.16,,6.0032,166,114,280,4325.229224
7/4/2011 11:00,Fall,1,0,Mist,31.16,55,,177,172,349,5262.629224
7/4/2011 12:00,Fall,1,0,,,52,0,237,210,447,6784.829224
7/4/2011 13:00,Fall,1,0,Mist,31.98,49,0,242,181,423,6496.729224
7/4/2011 14:00,Fall,1,0,Clear,32.8,46,0,235,173,408,6273.129224
7/4/2011 15:00,Fall,,,Clear,,43,,224,184,408,6225.829224
7/4/2011 16:00,Fall,1,0,Clear,33.62,41,,236,216,452,6845.029224
7/4/2011 17:00,Fall,1,0,,32.8,,0,240,196,436,6655.829224
7/4/2011 18:00,Fall,1,0,Clear,32.8,,,222,196,418,6346.229224
7/4/2011 19:00,Fall,1,0,,31.98,49,11.0014,170,205,375,5567.929224
7/4/2011 20:00,Fall,1,0,Mist,31.16,55,7.0015,195,191,386,5817.329224
7/4/2011 21:00,Fall,1,0,Mist,30.34,62,7.0015,195,262,457,6733.229224
7/4/2011 22:00,Fall,1,0,Mist,30.34,,,115,211,326,4699.329224
7/4/2011 23:00,Fall,1,0,Mist,29.52,,7.0015,44,94,138,1968.829224
7/5/2011 0:00,Fall,0,1,Mist,28.7,65,11.0014,19,36,55,790.6292237
7/5/2011 1:00,Fall,0,1,Clear,,65,,15,24,39,567.0292237
7/5/2011 2:00,Fall,0,1,Clear,,74,,8,5,13,201.5292237
7/5/2011 3:00,Fall,0,1,Clear,27.06,74,,1,7,8,106.9292237
7/5/2011 4:00,Fall,0,1,Clear,,69,,1,4,5,68.22922374
7/5/2011 5:00,Fall,0,1,Clear,27.06,69,0,1,19,20,261.7292237
7/5/2011 6:00,Fall,0,1,Clear,,74,6.0032,3,91,94,1224.929224
7/5/2011 7:00,Fall,,1,Clear,28.7,65,6.0032,22,248,270,3577.029224
7/5/2011 8:00,Fall,0,1,Clear,29.52,,8.9981,41,391,432,5748.529224
7/5/2011 9:00,Fall,0,,,30.34,58,,50,177,227,3142.729224
7/5/2011 10:00,Fall,0,1,Clear,31.16,,,55,84,139,2029.029224
7/5/2011 11:00,Fall,0,1,Clear,31.98,46,7.0015,75,97,172,2540.729224
7/5/2011 12:00,Fall,0,1,Clear,32.8,43,,71,130,201,2897.629224
7/5/2011 13:00,Fall,0,1,Clear,,,7.0015,67,136,203,2906.229224
7/5/2011 14:00,Fall,0,1,Clear,32.8,49,,66,112,178,2579.429224
7/5/2011 15:00,Fall,0,1,Clear,33.62,43,0,51,111,162,2308.529224
7/5/2011 16:00,Fall,0,1,,,,7.0015,79,202,281,3964.029224
7/5/2011 17:00,Fall,0,1,Clear,33.62,46,7.0015,79,466,545,7369.629224
7/5/2011 18:00,Fall,0,,Clear,32.8,55,,70,426,496,6698.829224
7/5/2011 19:00,Fall,0,1,Clear,32.8,,8.9981,71,297,368,5051.929224
7/5/2011 20:00,Fall,0,1,Clear,31.16,,7.0015,59,225,284,3916.729224
7/5/2011 21:00,Fall,,1,,,62,16.9979,77,168,245,3491.029224
7/5/2011 22:00,Fall,0,1,Clear,31.16,,,31,124,155,2132.229224
7/5/2011 23:00,Fall,0,1,,30.34,66,11.0014,19,54,73,1022.829224
7/6/2011 0:00,Fall,0,1,Clear,29.52,74,12.998,11,26,37,524.0292237
7/6/2011 1:00,Fall,0,1,Clear,28.7,,,4,11,15,210.1292237
7/6/2011 2:00,Fall,0,1,Clear,28.7,,,1,4,5,68.22922374
7/6/2011 3:00,Fall,0,1,Clear,,79,,0,6,6,76.82922374
7/6/2011 4:00,Fall,0,1,Mist,,,,0,6,6,76.82922374
7/6/2011 5:00,Fall,0,1,Clear,,,,5,30,35,472.4292237
7/6/2011 6:00,Fall,0,1,,28.7,,6.0032,9,112,121,1599.029224
7/6/2011 7:00,Fall,0,1,Mist,29.52,79,0,24,288,312,4127.429224
7/6/2011 8:00,Fall,0,1,Mist,,74,,31,397,428,5653.929224
7/6/2011 9:00,Fall,0,1,Rainy,28.7,79,12.998,31,158,189,2570.829224
7/6/2011 10:00,Fall,0,1,Rainy,,,6.0032,13,30,43,610.0292237
7/6/2011 11:00,Fall,0,,Mist,29.52,,0,24,103,127,1740.929224
7/6/2011 12:00,Fall,0,1,Mist,30.34,66,6.0032,38,114,152,2123.629224
7/6/2011 13:00,Fall,0,1,Mist,,70,7.0015,33,107,140,1947.329224
7/6/2011 14:00,Fall,0,1,Clear,,66,,50,113,163,2317.129224
7/6/2011 15:00,Fall,0,1,Clear,31.16,70,,55,130,185,2622.429224
7/6/2011 16:00,Fall,0,1,,31.16,,16.9979,57,218,275,3792.029224
7/6/2011 17:00,Fall,0,1,Clear,31.98,59,15.0013,79,517,596,8027.529224
7/6/2011 18:00,Fall,0,1,Clear,31.16,,12.998,77,486,563,7593.229224
7/6/2011 19:00,Fall,0,1,Clear,,70,15.0013,71,323,394,5387.329224
7/6/2011 20:00,Fall,0,1,Clear,,74,,55,257,312,4260.729224
7/6/2011 21:00,Fall,0,1,,28.7,79,,66,175,241,3392.129224
7/6/2011 22:00,Fall,0,1,Clear,,,12.998,30,156,186,2527.829224
7/6/2011 23:00,Fall,,1,Clear,27.88,,,20,78,98,1349.629224
7/7/2011 0:00,Fall,0,1,Clear,27.06,,8.9981,6,29,35,476.7292237
7/7/2011 1:00,Fall,0,,Clear,,89,12.998,2,14,16,214.4292237
7/7/2011 2:00,Fall,0,1,Clear,,89,,1,7,8,106.9292237
7/7/2011 3:00,Fall,0,1,Clear,26.24,94,7.0015,2,2,4,59.62922374
7/7/2011 4:00,Fall,0,1,,26.24,89,,0,4,4,51.02922374
7/7/2011 5:00,Fall,0,1,Clear,26.24,89,,2,30,32,420.8292237
7/7/2011 6:00,Fall,0,1,Mist,26.24,,8.9981,11,107,118,1568.929224
7/7/2011 7:00,Fall,0,1,Mist,27.06,,,13,279,292,3822.129224
7/7/2011 8:00,Fall,0,1,Mist,28.7,79,12.998,28,415,443,5834.529224
7/7/2011 9:00,Fall,0,1,Clear,30.34,,11.0014,25,154,179,2416.029224
7/7/2011 10:00,Fall,0,,Clear,31.98,,,29,72,101,1427.029224
7/7/2011 11:00,Fall,0,1,,33.62,,8.9981,30,112,142,1960.229224
7/7/2011 12:00,Fall,0,,Clear,34.44,,0,32,139,171,2342.929224
7/7/2011 13:00,Fall,0,1,Clear,35.26,,,48,107,155,2205.329224
7/7/2011 14:00,Fall,0,1,Clear,35.26,41,16.9979,39,121,160,2231.129224
7/7/2011 15:00,Fall,0,1,,35.26,41,16.9979,47,119,166,2342.929224
7/7/2011 16:00,Fall,0,1,Clear,35.26,39,15.0013,47,218,265,3620.029224
7/7/2011 17:00,Fall,0,1,Clear,35.26,,,80,489,569,7683.529224
7/7/2011 18:00,Fall,0,1,Clear,34.44,44,19.9995,70,492,562,7550.229224
7/7/2011 19:00,Fall,0,1,Clear,33.62,52,19.0012,79,286,365,5047.629224
7/7/2011 20:00,Fall,,1,Clear,31.16,,23.9994,61,224,285,3938.229224
7/7/2011 21:00,Fall,0,1,Clear,,,11.0014,39,170,209,2863.229224
7/7/2011 22:00,Fall,0,1,Clear,30.34,62,,32,150,182,2484.829224
7/7/2011 23:00,Fall,0,1,Clear,29.52,66,,31,98,129,1796.829224
7/8/2011 0:00,Fall,0,1,Clear,30.34,66,,6,41,47,631.5292237
7/8/2011 1:00,Fall,0,,,29.52,79,,9,25,34,476.7292237
7/8/2011 2:00,Fall,0,1,Mist,,74,11.0014,10,12,22,326.2292237
7/8/2011 3:00,Fall,0,1,Clear,,79,,2,4,6,85.42922374
7/8/2011 4:00,Fall,0,1,Clear,,79,16.9979,7,4,11,171.4292237
7/8/2011 5:00,Fall,0,1,Clear,27.88,,,3,24,27,360.6292237
7/8/2011 6:00,Fall,0,1,Clear,28.7,74,7.0015,11,91,102,1362.529224
7/8/2011 7:00,Fall,0,1,Mist,28.7,,12.998,30,302,332,4411.229224
7/8/2011 8:00,Fall,0,1,Mist,29.52,,,36,421,457,6049.529224
7/8/2011 9:00,Fall,0,1,Mist,,70,,30,211,241,3237.329224
7/8/2011 10:00,Fall,,1,Mist,30.34,70,,30,108,138,1908.629224
7/8/2011 11:00,Fall,0,1,,30.34,74,16.9979,61,104,165,2390.229224
7/8/2011 12:00,Fall,0,1,Mist,31.16,70,19.0012,49,164,213,2957.829224
7/8/2011 13:00,Fall,0,1,Mist,31.98,66,19.0012,54,175,229,3185.729224
7/8/2011 14:00,Fall,,1,Mist,32.8,,23.9994,53,163,216,3013.729224
